ACCOUNT_NAME,CAMPAIGN_NAME,ADGROUP_NAME,AD_NAME,DEVICE,ACCOUNT_ID,CAMPAIGN_ID,ADGROUP_ID,AD_ID,DAY,TRACKING_URL,IMPS,CLICKS,COST,CONVERSIONS,CONV_VALUE
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-09,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-10,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-11,--,3.0,1.0,92.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-12,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-13,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-14,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-15,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-17,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-18,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-20,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-21,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-23,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-24,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-25,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-26,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2019-12-27,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-06,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-07,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-08,--,8.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-09,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-10,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-13,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-14,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-15,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-16,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-17,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-18,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-20,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-21,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-22,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-23,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-25,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-26,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-27,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-28,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-29,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-30,--,6.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-01-31,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-01,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-03,--,8.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-04,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-05,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-06,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-07,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-08,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-10,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-12,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-13,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-14,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-15,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-17,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-18,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-19,--,6.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-20,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-21,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-22,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-25,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-26,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-28,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-02-29,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-02,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-03,--,5.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-04,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-05,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-06,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-07,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-09,--,6.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-10,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-11,--,3.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-12,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-13,--,6.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-15,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-16,--,6.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-17,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-18,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-19,--,7.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-20,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-23,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-24,--,4.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,PC,877045,1624735,297442186,645157514,2020-03-25,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載のタブレット端末,877045,1624735,297442186,645157514,2019-12-26,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載のタブレット端末,877045,1624735,297442186,645157514,2020-01-13,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載のタブレット端末,877045,1624735,297442186,645157514,2020-01-26,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載のタブレット端末,877045,1624735,297442186,645157514,2020-02-12,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-11-27,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-03,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-07,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-08,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-09,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-10,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-15,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-16,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-18,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-20,--,2.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-21,--,1.0,0.0,0.0,0.0,0.0
primeNumber,30_ETL,30_01_ETL,30_01_ETL_2,フルブラウザ搭載の携帯端末,877045,1624735,297442186,645157514,2019-12-23,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-09,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-17,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-19,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-24,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-26,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-27,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-02-28,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-02,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-03,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-06,--,3.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-10,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-11,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-16,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,PC,877045,1624734,297442181,645157501,2020-03-25,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157501,2019-11-22,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157501,2019-12-13,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157501,2020-01-16,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157501,2020-01-18,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_002,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157501,2020-01-25,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-11-21,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-11-28,--,1.0,1.0,589.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-12-01,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-12-05,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-12-13,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-12-25,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2019-12-27,--,2.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2020-01-13,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2020-01-14,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2020-01-18,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2020-01-21,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,PC,877045,1624734,297442181,645157502,2020-03-18,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157502,2019-12-15,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_01_Embulk,20_01_Embulk_003,フルブラウザ搭載の携帯端末,877045,1624734,297442181,645157502,2020-03-11,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_05_Embulk_DB,20_05_Embulk_DB_1,PC,877045,1624734,297442185,645157510,2019-11-20,--,1.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_05_Embulk_DB,20_05_Embulk_DB_1,PC,877045,1624734,297442185,645157510,2019-11-21,--,7.0,0.0,0.0,0.0,0.0
primeNumber,20_Embulk,20_05_Embulk_DB,20_05_Embulk_DB_1,フルブラウザ搭載の携帯端末,877045,1624734,297442185,645157510,2019-11-22,--,1.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-20,--,11.0,3.0,35.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-21,--,11.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-22,--,10.0,1.0,1.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-23,--,6.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-24,--,11.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-25,--,18.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-26,--,9.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-27,--,16.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-28,--,8.0,2.0,7.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-29,--,14.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-11-30,--,4.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-01,--,5.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-02,--,4.0,1.0,1.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-03,--,14.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-04,--,8.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-05,--,6.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-06,--,10.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-07,--,7.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-08,--,3.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-09,--,8.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-10,--,5.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-11,--,8.0,1.0,1.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-12,--,11.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-13,--,6.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-14,--,1.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-16,--,11.0,0.0,0.0,0.0,0.0
primeNumber,10_ブランド,10_01_ブランド名,10_01_ブランド名_001,PC,877045,1624654,297442038,645047529,2019-12-17,--,13.0,0.0,0.0,0.0,0.0
